nx,ny,nz
6.209219083349759583e-01,4.595458905928789251e-01,6.350382336433368913e-01
5.430069407410486049e-01,4.815948832707854232e-01,6.879024863412297464e-01
4.569405226210541682e-01,4.995747790459297843e-01,7.359554327050030764e-01
3.623136946801311931e-01,5.144786267873463492e-01,7.772004434032697695e-01
2.581897398490964890e-01,5.283706553485280066e-01,8.088031335270795541e-01
1.423657857415480954e-01,5.453158054492451834e-01,8.260524531634978462e-01
9.687562364136505927e-03,5.734604313296337574e-01,8.191759791611757935e-01
-1.517472072210567513e-01,6.296966834685070458e-01,7.618758901089943691e-01
-3.628022160015413333e-01,7.426080367199161536e-01,5.629456953058284974e-01
-5.478600990349202782e-01,8.355937905606315441e-01,-4.040209229684394582e-02
-3.642621159225468142e-01,5.905671529742693160e-01,-7.200996797190616361e-01
-1.094369627252771149e-01,3.787629688590411492e-01,-9.190006336290259537e-01
6.177299006611663285e-02,3.026259934567366305e-01,-9.511054651207796473e-01
1.840495649795154398e-01,2.914377766078574683e-01,-9.387170926305324903e-01
2.780587277185025408e-01,3.114689327918241935e-01,-9.086641006692680600e-01
3.527213311983782296e-01,3.480213013025338920e-01,-8.686016557417645112e-01
4.122053218634280647e-01,3.937717194154360945e-01,-8.216024620314125171e-01
4.587196614463897038e-01,4.445647250400398542e-01,-7.693753813663285479e-01
4.936198309257097128e-01,4.977938359544472613e-01,-7.131204382168769840e-01
5.178697300321127850e-01,5.517068373755943389e-01,-6.537816977474103508e-01
5.322369624484621919e-01,6.050720192818846987e-01,-5.921247058566099231e-01
5.373688410827718309e-01,6.569966348773250697e-01,-5.287628489154941880e-01
5.338137612665576626e-01,7.068133938966225660e-01,-4.641742070503145912e-01
5.220198956215759134e-01,7.539992387205718405e-01,-3.987234337031587694e-01
5.023286138357699881e-01,7.981112002206158795e-01,-3.326927648811164318e-01
4.749726361873421454e-01,8.387334084407056523e-01,-2.663217310672997273e-01
4.400847240281735573e-01,8.754337074626913351e-01,-1.998530948351140701e-01
3.977201162842929905e-01,9.077305060246170232e-01,-1.335815763310980453e-01
3.478941148450882537e-01,9.350717077114866216e-01,-6.790129817372142496e-02
2.906345832746368707e-01,9.568282684550118988e-01,-3.347191384145946618e-03
2.260471451814384247e-01,9.723051333973569132e-01,5.937521136357818557e-02
1.543882571221482924e-01,9.807717385817319444e-01,1.193778156197884133e-01
7.613817149876933588e-02,9.815125722946198561e-01,1.756019625984355514e-01
-7.937294115091073077e-03,9.738952768682552774e-01,2.268589629171275934e-01
-9.674917761091178514e-02,9.574496661784263063e-01,2.719002268598393890e-01
-1.888843254707554820e-01,9.319467038358651978e-01,3.095126052375313797e-01
-2.826489526325751123e-01,8.974634015473508253e-01,3.386281329995587397e-01
-3.761570257763859892e-01,8.544194035645971130e-01,3.584318272299228392e-01
-4.674538456392757224e-01,8.035747688298119362e-01,3.684487659053380382e-01
-5.546563342059105395e-01,7.459858172504414409e-01,3.685939654775325369e-01
-6.360868305044022897e-01,6.829249262402239395e-01,3.591755687385326801e-01
-7.103785594275838777e-01,6.157779470482468431e-01,3.408516132199425064e-01
-7.765379320299696797e-01,5.459369028776204225e-01,3.145500567397975233e-01
-8.339588953295828944e-01,4.747048146053595152e-01,2.813679084244561368e-01
-8.823942674717042411e-01,4.032247327426541905e-01,2.424668464712028959e-01
-9.218956741871123794e-01,3.324384328243233377e-01,1.989800349190774253e-01
-9.527362732864521622e-01,2.630739896687513402e-01,1.519396904169823537e-01
-9.753294182640486198e-01,1.956570846638144012e-01,1.022293064124442236e-01
-9.901531718403822069e-01,1.305388832353418516e-01,5.055982850149309121e-02
-9.976866474898089532e-01,6.793330030891603366e-02,-2.533797482849531151e-03
-9.983606588354694278e-01,7.957700960893260636e-03,-5.668041888539979839e-02
-9.925226709806217462e-01,-4.932720045838513701e-02,-1.116493389341401410e-01
-9.804146954052725960e-01,-1.038808617740126922e-01,-1.673194298056116247e-01
-9.621623806491447217e-01,-1.556512955398170195e-01,-2.236430805107703090e-01
-9.377738179129599949e-01,-2.045491590185898600e-01,-2.806063220630252708e-01
-9.071471488221790613e-01,-2.504283876021463073e-01,-3.381858558053253971e-01
-8.700865618565444271e-01,-2.930746909303393877e-01,-3.963036719647493600e-01
-8.263263209280343746e-01,-3.322040523992312866e-01,-4.547804733176963321e-01
-7.755617264617472584e-01,-3.674743614113244461e-01,-5.132899786212595794e-01
-7.174840690681970612e-01,-3.985143879287909030e-01,-5.713168063754852088e-01
-6.518134527268952816e-01,-4.249757669835978469e-01,-6.281200683953237496e-01
-5.783184133819586625e-01,-4.466166721671148698e-01,-6.827015166862789863e-01
-4.968030630237706968e-01,-4.634336166698598269e-01,-7.337683554845442213e-01
-4.070260554140160969e-01,-4.758785118040099738e-01,-7.796598182651885978e-01
-3.084751212609407323e-01,-4.852544261972996376e-01,-8.181511116040711684e-01
-1.998039144786055710e-01,-4.945473296811340180e-01,-8.458731196014480647e-01
-7.735198468653607662e-02,-5.104852404265364241e-01,-8.564003093015061241e-01
6.927424375959780056e-02,-5.495933496791777229e-01,-8.325552408939340676e-01
2.711796041360178822e-01,-6.573125680578473240e-01,-7.031371204635910033e-01
5.287087612959600058e-01,-8.466092936866694840e-01,-6.098974973099968028e-02
2.671669254424666740e-01,-4.906767564562221628e-01,8.293721448319931744e-01
-4.374691689148697306e-03,-2.654991153105266677e-01,9.641011782183198653e-01
-1.609311208941476279e-01,-2.152468576633874697e-01,9.632081626490666126e-01
-2.713984523859920284e-01,-2.252783266094259829e-01,9.357310273804889666e-01
-3.569693540729931835e-01,-2.610432269243180281e-01,8.968998349479438970e-01
-4.250183258373306239e-01,-3.095016551836902163e-01,8.506280903785089498e-01
-4.786992230371622248e-01,-3.644238421818578599e-01,7.987755110874578124e-01
-5.196970037856055713e-01,-4.222891321277105203e-01,7.426889747014486787e-01
-5.491550749196710823e-01,-4.808842146552360641e-01,6.835049932410055540e-01
-5.680117793113571567e-01,-5.387359743084295660e-01,6.221946387984175209e-01
-5.771135260623956320e-01,-5.948419448061763593e-01,5.595561086567052422e-01
-5.772367397458220140e-01,-6.485177602709434330e-01,4.962080822606312336e-01
-5.690746831057612587e-01,-6.992946618966507932e-01,4.325979436970620040e-01
-5.532158352042587657e-01,-7.468413199426797711e-01,3.690261271313053926e-01
-5.301269330782250044e-01,-7.909002890762731885e-01,3.056831162562673732e-01
-5.001466349384926513e-01,-8.312357140172699221e-01,2.426943165834367089e-01
-4.634919191569981667e-01,-8.675912692861177389e-01,1.801683388796871954e-01
-4.202774668681306114e-01,-8.996582362487507423e-01,1.182451216443811126e-01
-3.705475234893471081e-01,-9.270541686922967317e-01,5.714106357206141101e-02
-3.143193802984614593e-01,-9.493131322377629244e-01,-2.811428412549139312e-03
-2.516370818765255590e-01,-9.658889933490548696e-01,-6.113290073124527657e-02
-1.826328615196289584e-01,-9.761734334916187805e-01,-1.171779229989014237e-01
-1.075919978099031948e-01,-9.795299403995263443e-01,-1.701324715278486333e-01
-2.701446166882550889e-02,-9.753436729449809217e-01,-2.190318207634173731e-01
5.833555383591709775e-02,-9.630846775946991789e-01,-2.628019538378112419e-01
1.474024455604738826e-01,-9.423786684763475474e-01,-3.003247646191335996e-01
2.388438814702619761e-01,-9.130761668213694948e-01,-3.305230912765612095e-01
3.310733765006295681e-01,-8.753083761408243513e-01,-3.524566158127626636e-01
4.223405021471484666e-01,-8.295180336665470833e-01,-3.654152871296982852e-01
5.108405892504083168e-01,-7.764564807477946085e-01,-3.689948859795286196e-01
5.948385578506950599e-01,-7.171441532798420448e-01,-3.631409554300418230e-01
6.727874393288374444e-01,-6.527991662030234732e-01,-3.481527108697895501e-01
7.434228726933913567e-01,-5.847453750202070699e-01,-3.246463903215047742e-01
8.058202465664072722e-01,-5.143150991581275644e-01,-2.934854493865414748e-01
8.594093863418833523e-01,-4.427615443253860028e-01,-2.556906754930004522e-01
9.039500699715076193e-01,-3.711923182249014519e-01,-2.123453175592293352e-01
9.394778700413445316e-01,-3.005298717037369616e-01,-1.645087472334339218e-01
9.662327166460580319e-01,-2.314990908060294839e-01,-1.131481694008358435e-01
9.845823112132198185e-01,-1.646380235834254135e-01,-5.909309296845065285e-02
9.949501123865978069e-01,-1.003254479056888138e-01,-3.013032429202123184e-03
9.977543332856610991e-01,-3.881852227216504858e-02,5.458399708972715841e-02
9.933612808223524215e-01,1.970546664736521833e-02,1.133360505187338135e-01
9.820540457217408203e-01,7.510793292134791688e-02,1.729989875514976183e-01
9.640161867706569243e-01,1.272517830426657670e-01,2.334090301522717681e-01
9.393294819181169375e-01,1.759706483415251765e-01,2.944392217787999422e-01
9.079846750742047723e-01,2.210466113269408395e-01,3.559525606752491633e-01
8.699039828498661420e-01,2.621984385378017257e-01,4.177547599373087617e-01
8.249735340671016104e-01,2.990824316313958064e-01,4.795501717008224252e-01
7.730826539945485631e-01,3.313079896031715377e-01,5.409050065564653398e-01
7.141649891935838435e-01,3.584697678631765250e-01,6.012219172138094647e-01
6.482341014753095765e-01,3.801983361286638274e-01,6.597285615232173495e-01
5.754033697724688645e-01,3.962327650354082742e-01,7.154792505495055632e-01
4.958757635064922065e-01,4.065245637247425492e-01,7.673623695851009563e-01
4.098790365692510651e-01,4.113999585478655407e-01,8.140941281497349191e-01
3.174923373784322433e-01,4.118573031295384435e-01,8.541499736959800027e-01
2.182125414786681428e-01,4.102316995626347218e-01,8.854903948747117060e-01
1.097337036077716682e-01,4.120387669404863562e-01,9.045344486699693487e-01
-1.642682988439601172e-02,4.326287023830716061e-01,9.014225230901925512e-01
-1.979221413053741385e-01,5.322406608006873263e-01,8.231322524184939704e-01
-5.173181799016649540e-01,8.491959192924674049e-01,-1.060574910143072813e-01
-6.672220850286000871e-02,2.498808974896780111e-01,-9.659749913751670691e-01
1.244404759164421392e-01,1.313791931431997351e-01,-9.834907602833546925e-01
2.381654989799442401e-01,1.306350462044283400e-01,-9.623989192631093870e-01
3.251872657425303736e-01,1.640166180998696988e-01,-9.313172344512788969e-01
3.964514288958006505e-01,2.119969404699948712e-01,-8.932432825148135525e-01
4.553781247035320057e-01,2.673027476283214576e-01,-8.492231771753785408e-01
5.033162820048870945e-01,3.263116106697968588e-01,-8.001208989964326834e-01
5.409557885739250116e-01,3.868437053695910066e-01,-7.468057193301936847e-01
5.687878885898318693e-01,4.474282133565407604e-01,-6.901364587428305830e-01
5.872663545091648674e-01,5.070118826659747446e-01,-6.309177281524271930e-01
5.968536167276041748e-01,5.648222707995583791e-01,-5.698610028840440656e-01
5.980172184916879852e-01,6.202892686570422587e-01,-5.075594837813358629e-01
5.912054388750025424e-01,6.729888217180685084e-01,-4.444796675745037451e-01
5.768175228623116935e-01,7.225950968747922865e-01,-3.809696461550393654e-01
5.551777808352672539e-01,7.688365719117132846e-01,-3.172821415678370727e-01
5.265191913674871493e-01,8.114554869084741329e-01,-2.536090177573710469e-01
4.909797242590939748e-01,8.501717310041685405e-01,-1.901234813689246239e-01
4.486130085737197182e-01,8.846528825248627381e-01,-1.270261625764046720e-01
3.994139486086988322e-01,9.144924566184094994e-01,-6.459136509498654422e-02
3.433590831730923276e-01,9.391987213071634200e-01,-3.209656916648688345e-03
2.804604591398260904e-01,9.581967003712154041e-01,5.657750663287532122e-02
2.108301748092563099e-01,9.708459381894701812e-01,1.140561339468678104e-01
1.347503852926584533e-01,9.764758809580023069e-01,1.683365307079042750e-01
5.274067277130260745e-02,9.744389677457859777e-01,2.183738069782119595e-01
-3.438803389330563620e-02,9.641785759478891382e-01,2.630154687619218334e-01
-1.255052208514966239e-01,9.453051146031584695e-01,3.010758705777111244e-01
-2.191693022561891080e-01,9.176696737842758855e-01,3.314320243506893582e-01
-3.136793577313860548e-01,8.814220925319783406e-01,3.531293747761206081e-01
-4.071687546581503891e-01,8.370405614615384904e-01,3.654814683377026752e-01
-4.977299700346919931e-01,7.853237700548855171e-01,3.681459671326659522e-01
-5.835518993079906735e-01,7.273436962641343095e-01,3.611624680373963781e-01
-6.630471553211023661e-01,6.643655311137608432e-01,3.449447939722014023e-01
-7.349489067695007538e-01,5.977482501851906216e-01,3.202298141005274212e-01
-7.983640545026752244e-01,5.288427014162123685e-01,2.879934611008599377e-01
-8.527794164445875458e-01,4.589029441862446657e-01,2.493498640577633541e-01
-8.980268283068643109e-01,3.890218395653439187e-01,2.054502956491170151e-01
-9.342191804456054793e-01,3.200955538536616185e-01,1.573955504156925589e-01
-9.616715022488110387e-01,2.528157815444615486e-01,1.061701575989136698e-01
-9.808198750374717001e-01,1.876844835336745898e-01,5.260140085754493738e-02
-9.921476156484553277e-01,1.250441641840236151e-01,-2.658150974613054506e-03
-9.961243053652255597e-01,6.511680146901549504e-02,-5.912842317440531598e-02
-9.931599069297533111e-01,8.045769962693637839e-03,-1.164846120867093354e-01
-9.835739366762262792e-01,-4.606328132748689630e-02,-1.745293247697231043e-01
-9.675785053203664887e-01,-9.710516095923368840e-02,-2.331575084724631375e-01
-9.452737934318449220e-01,-1.449430264044105077e-01,-2.923165656402321178e-01
-9.166548340627179714e-01,-1.893825237788571147e-01,-3.519633146744155505e-01
-8.816289403932373592e-01,-2.301532963469439808e-01,-4.120192612508949415e-01
-8.400433577184489575e-01,-2.668993227024730741e-01,-4.723260618408378075e-01
-7.917224162938357734e-01,-2.991799378402290599e-01,-5.326039619940572400e-01
-7.365124299506234928e-01,-3.264835762929768070e-01,-5.924170110143495149e-01
-6.743308411267121549e-01,-3.482561431310762234e-01,-6.511494263813861760e-01
-6.052138451648375606e-01,-3.639457328354486765e-01,-7.079969669226416906e-01
-5.293540179335373130e-01,-3.730662105982322507e-01,-7.619750167869651092e-01
-4.471154876296767888e-01,-3.752866478673393402e-01,-8.119406829653087465e-01
-3.590048954522557789e-01,-3.705693373121107248e-01,-8.566176809320351637e-01
-2.655459516860518843e-01,-3.594324441617549049e-01,-8.945913400134477556e-01
-1.668824728525541146e-01,-3.436223352772763695e-01,-9.241612039861917260e-01
-6.128016115233179961e-02,-3.285757981654973126e-01,-9.424874994975002140e-01
6.420252894856079418e-02,-3.388790245139791657e-01,-9.386367998438281957e-01
4.773432168833829370e-01,-8.234588027513487507e-01,-3.066904847998043193e-01
-1.014373991547316972e-01,-6.664328898448166304e-03,9.948196021254591681e-01
-2.268628050491368342e-01,1.507551563134419724e-03,9.739255592567237496e-01
-3.176286497607236359e-01,-4.179461027549222218e-02,9.472936458158573991e-01
-3.940097761447038938e-01,-9.937133072388280863e-02,9.137185753461319893e-01
-4.590897937084296165e-01,-1.632227907925204446e-01,8.732667873443101803e-01
-5.135120173772612651e-01,-2.299716758034916486e-01,8.266912581715553099e-01
-5.574687907531334918e-01,-2.976048595808228892e-01,7.750225125053580300e-01
-5.911660921128063517e-01,-3.647124949670587091e-01,7.193799048840440191e-01
-6.149417258452460899e-01,-4.302529151381424000e-01,6.608548273483372260e-01
-6.292702496816636737e-01,-4.934595311895552672e-01,6.004303822623909825e-01
-6.347231429195969721e-01,-5.537876504151043600e-01,5.389302089231842174e-01
-6.319129226258011212e-01,-6.108699445587375543e-01,4.769947264418371025e-01
-6.214369425616972364e-01,-6.644718538839775590e-01,4.150822590951820934e-01
-6.038302076815992292e-01,-7.144463525092232814e-01,3.534904378868873875e-01
-5.795320833874028077e-01,-7.606901665022339776e-01,2.923919200515977534e-01
-5.488685052427580979e-01,-8.031038283868646710e-01,2.318784267303492241e-01
-5.120492478968889927e-01,-8.415573550957955451e-01,1.720080981012214738e-01
-4.691789276272083087e-01,-8.758626787398108293e-01,1.128525669238659157e-01
-4.202803571510117520e-01,-9.057536445451350726e-01,5.454133099057309475e-02
-3.653291538480245570e-01,-9.308744963399757655e-01,-2.698409250475177195e-03
-3.042986344359208672e-01,-9.507781605544549652e-01,-5.850837968291996288e-02
-2.372136277980023966e-01,-9.649360489420487630e-01,-1.123748914972507451e-01
-1.642106866445080804e-01,-9.727611980340151732e-01,-1.636169367491240589e-01
-8.560028195783095373e-02,-9.736460085486756677e-01,-2.113907324505303609e-01
-1.924212738296091161e-03,-9.670143670672354252e-01,-2.547145682737673722e-01
8.600071388759523983e-02,-9.523854438373348108e-01,-2.925163988182317709e-01
1.770627510313342867e-01,-9.294432296376718972e-01,-3.237036686197882207e-01
